A400001;ΑΝΑΙΣΘΗΣΙΑ ΓΙΑ ΕΠΕΜΒΑΣΕΙΣ ΠΟΥ ΑΦΟΡΟΥΝ ΤΟΥΣ ΣΙΕΛΟΓΟΝΟΥΣ ΑΔΕΝΕΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΤΗΣ ΒΙΟΨΙΑΣ
X622327;ΑΝΑΚΑΤΑΣΚΕΥΗ ΤΩΝ ΚΟΓΧΙΚΩΝ ΤΟΙΧΩΜΑΤΩΝ ΚΑΙ ΔΑΚΤΥΛΙΟΥ, ΤΟΥ ΜΕΤΩΠΟΥ, ΤΟΥ ΡΙΝΟΗΘΜΟΕΙΔΟΥΣ ΣΥΜΠΛΕΓΜΑΤΟΣ ΜΕΤΑ ΕΝΔΟ ΚΑΙ ΕΞΩΚΡΑΝΙΑΚΗ ΕΚΤΟΜΗ ΚΑΛΟΗΘΟΥΣ ΟΓΚΟΥ ΚΡΑΝΙΑΚΟΥ ΟΣΤΟΥ (Π.Χ., ΙΝΩΔΗΣ ΔΥΣΠΛΑΣΙΑ), ΜΕ ΠΟΛΛΑΠΛΑ ΑΥΤΟΜΟΣΧΕΥΜΑΤΑ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΩΝ). Η ΣΥΝΟΛΙΚΗ ΕΠΙΦΑΝΕΙΑ ΤΟΥ ΟΣΤΙΚΟΥ ΜΟΣΧΕΥΜΑΤΟΣ ΕΙΝΑΙ ΜΕΓΑΛΥΤΕΡΗ ΤΩΝ 80 ΤΕΤ. ΕΚ.
X622335;ΑΝΑΚΑΤΑΣΚΕΥΗ ΜΕΣΟΤΗΤΑΣ ΠΡΟΣΩΠΟΥ, ΟΣΤΕΟΤΟΜΙΕΣ (ΠΛΗΝ ΤΥΠΟΥ LEFORT) ΚΑΙ ΟΣΤΙΚΑ ΜΟΣΧΕΥΜΑΤΑ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗ ΛΗΨΗ ΑΥΤΟΜΟΣΧΕΥΜΑΤΩΝ)
X622345;ΑΝΑΚΑΤΑΣΚΕΥΗ ΤΩΝ ΓΝΑΘΙΑΙΩΝ ΚΛΑΔΩΝ, ΟΡΙΖΟΝΤΙΟΥ, ΚΑΘΕΤΟΥ, C Ή L ΣΧΗΜΑΤΟΣ ΟΣΤΕΟΤΟΜΙΑ ΧΩΡΙΣ ΟΣΤΙΚΟ ΜΟΣΧΕΥΜΑ
X622347;ΑΝΑΚΑΤΑΣΚΕΥΗ ΤΩΝ ΓΝΑΘΙΑΙΩΝ ΚΛΑΔΩΝ, ΟΡΙΖΟΝΤΙΟΥ, ΚΑΘΕΤΟΥ, C Ή L ΣΧΗΜΑΤΟΣ ΟΣΤΕΟΤΟΜΙΑ ΜΕ ΟΣΤΙΚΟ ΜΟΣΧΕΥΜΑ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΟΣ)
X622349;ΑΝΑΚΑΤΑΣΚΕΥΗ ΤΩΝ ΓΝΑΘΙΑΙΩΝ ΚΛΑΔΩΝ ΚΑΙ/Ή ΤΟΥ ΣΩΜΑΤΟΣ, ΤΗΣ ΟΒΕΛΙΑΙΟΣ ΔΙΑΧΩΡΙΣΜΟΣ. ΧΩΡΙΣ ΕΣΩΤΕΡΙΚΗ ΣΤΑΘΕΡΗ ΚΑΘΗΛΩΣΗ
X622351;ΑΝΑΚΑΤΑΣΚΕΥΗ ΤΩΝ ΓΝΑΘΙΑΙΩΝ ΚΛΑΔΩΝ ΚΑΙ/Ή ΤΟΥ ΣΩΜΑΤΟΣ, ΤΗΣ ΟΒΕΛΙΑΙΟΣ ΔΙΑΧΩΡΙΣΜΟΣ. ΜΕ ΕΣΩΤΕΡΙΚΗ ΣΤΑΘΕΡΗ ΚΑΘΗΛΩΣΗ
X622355;ΟΣΤΕΟΤΟΜΙΑ, ΚΑΤΩ ΓΝΑΘΟΣ, ΤΜΗΜΑΤΙΚΗ.
X622357;ΟΣΤΕΟΤΟΜΙΑ, ΚΑΤΩ ΓΝΑΘΟΣ, ΤΜΗΜΑΤΙΚΗ. ΜΕ ΓΕΝΙΟΓΛΩΣΣΙΚΗ ΠΡΟΩΘΗΣΗ
X622371;ΟΣΤΕΟΤΟΜΙΑ, ΑΝΩ ΓΝΑΘΟΣ, ΤΜΗΜΑΤΙΚΗ (Π.Χ., WASSMUND Ή SCHUCHARD)
X622375;ΟΣΤΕΟΠΛΑΣΤΙΚΗ, ΠΡΟΣΩΠΙΚΑ ΟΣΤΑ. ΑΥΞΗΤΙΚΗ (ΑΥΤΟΜΟΣΧΕΥΜΑ, ΑΛΛΟΜΟΣΧΕΥΜΑ Ή ΠΡΟΣΘΕΤΙΚΟ ΕΜΦΥΤΕΥΜΑ)
X622377;ΟΣΤΕΟΠΛΑΣΤΙΚΗ, ΠΡΟΣΩΠΙΚΑ ΟΣΤΑ. ΣΜΙΚΡΥΝΣΗ
X622379;ΜΟΣΧΕΥΜΑ, ΟΣΤΙΚΟ. ΠΕΡΙΟΧΕΣ ΡΙΝΟΣ, ΑΝΩ ΓΝΑΘΟΥ Ή ΠΑΡΕΙΩΝ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΟΣ)
X622389;ΜΟΣΧΕΥΜΑ, ΟΣΤΟΥ. ΚΑΤΩ ΓΝΑΘΟΣ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΟΣ)
X622419;ΜΟΣΧΕΥΜΑ. ΠΛΕΥΡΙΚΟΣ ΧΟΝΔΡΟΣ, ΑΥΤΟΛΟΓΟΣ. ΠΡΟΣΩΠΟ, ΠΩΓΩΝΑΣ, ΡΙΣ Ή ΟΥΣΙ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΟΣ)
X622429;ΜΟΣΧΕΥΜΑ. ΩΤΙΚΟΣ ΧΟΝΔΡΟΣ, ΑΥΤΟΛΟΓΟΣ ΡΙΣ Ή ΟΥΣ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΟΣ)
X622439;ΑΡΘΡΟΠΛΑΣΤΙΚΗ, ΚΡΟΤΑΦΟΓΝΑΘΙΚΗ ΑΡΘΡΩΣΗ, ΜΕ Ή ΧΩΡΙΣ ΑΥΤΟΜΟΣΧΕΥΜΑ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΟΣ)
X622443;ΑΡΘΡΟΠΛΑΣΤΙΚΗ, ΚΡΟΤΑΦΟΓΝΑΘΙΚΗ ΑΡΘΡΩΣΗ, ΜΕ ΑΛΛΟΜΟΣΧΕΥΜΑ
X622445;ΑΡΘΡΟΠΛΑΣΤΙΚΗ, ΚΡΟΤΑΦΟΓΝΑΘΙΚΗ ΑΡΘΡΩΣΗ, ΜΕ ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΜΕ ΠΡΟΣΘΕΤΙΚΗ ΑΡΘΡΩΣΗ
X622447;ΑΝΑΚΑΤΑΣΚΕΥΗ ΤΗΣ ΚΑΤΩ ΓΝΑΘΟΥ, ΕΞΩΣΤΟΜΑΤΙΚΗ, ΜΕ ΕΝΔΟΣΤΙΚΗ ΠΛΑΚΑ (Π.Χ., ΠΛΑΚΑ ΟΣΤΟΥ ΑΝΩ ΓΝΑΘΟΥ )
X622449;ΑΝΑΚΑΤΑΣΚΕΥΗ ΤΗΣ ΑΝΩ Ή ΚΑΤΩ ΓΝΑΘΟΥ, ΥΠΟΠΕΡΙΟΣΤΙΚΟ ΕΜΦΥΤΕΥΜΑ. ΜΕΡΙΚΗ
X622451;ΑΝΑΚΑΤΑΣΚΕΥΗ ΤΗΣ ΑΝΩ Ή ΚΑΤΩ ΓΝΑΘΟΥ, ΥΠΟΠΕΡΙΟΣΤΙΚΟ ΕΜΦΥΤΕΥΜΑ. ΟΛΙΚΗ
X622453;ΑΝΑΚΑΤΑΣΚΕΥΗ ΚΟΝΔΥΛΟΥ ΑΝΩ ΓΝΑΘΟΥ ΜΕ ΑΥΤΟΜΟΣΧΕΥΜΑΤΑ ΟΣΤΟΥ ΚΑΙ ΧΟΝΔΡΟΥ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΩΝ) (Π.Χ., ΓΙΑ ΗΜΙΠΡΟΣΩΠΙΚΗ ΜΙΚΡΟΣΩΜΙΑ)
X622455;ΑΝΑΚΑΤΑΣΚΕΥΗ ΤΗΣ ΑΝΩ Ή ΚΑΤΩ ΓΝΑΘΟΥ, ΕΝΔΟΣΤΙΚΟ ΕΜΦΥΤΕΥΜΑ (Π.Χ. ΛΕΠΙΔΑ, ΚΥΛΙΝΔΡΟΣ). ΜΕΡΙΚΗ
X622457;ΑΝΑΚΑΤΑΣΚΕΥΗ ΤΗΣ ΑΝΩ Ή ΚΑΤΩ ΓΝΑΘΟΥ, ΕΝΔΟΣΤΙΚΟ ΕΜΦΥΤΕΥΜΑ (Π.Χ. ΛΕΠΙΔΑ ΚΥΛΙΝΔΡΟΣ). ΠΛΗΡΗΣ
X622469;ΑΝΑΚΑΤΑΣΚΕΥΗ ΤOY ΖΥΓΩΜΑΤΙΚOY TOΞΟΥ ΚΑΙ ΤΟΥ ΚΡΟΤΑΦΙΚΗΣ ΓΛΗΝΗΣ ΜΕ ΟΣΤΟ ΚΑΙ ΧΟΝΔΡΟ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΛΗΨΗ ΑΥΤΟΜΟΣΧΕΥΜΑΤΩΝ)
X622471;ΑΝΑΚΑΤΑΣΚΕΥΗ ΤΗΣ ΚΟΓΧΗΣ ΜΕ ΟΣΤΕΟΤΟΜΕΣ (ΕΞΩΚΡΑΝΙΑΚΕΣ) ΚΑΙ ΜΕ ΜΟΣΧΕΥΜΑΤΑ ΟΣΤΟΥ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΛΗΨΗ ΑΥΤΟΜΟΣΧΕΥΜΑΤΩΝ) (Π.Χ.,ΜΙΚΡΟΦΘΑΛΜΙΑ)
X622479;ΠΕΡΙΚΟΓΧΙΚΕΣ ΟΣΤΕΟΤΟΜΕΣ ΓΙΑ ΥΠΕΡΤΕΛΟΡΙΣΜΟ, ΜΕ ΜΟΣΧΕΥΜΑΤΑ ΟΣΤΟΥ. ΕΞΩΚΡΑΝΙΑΚΗ ΠΡΟΣΠΕΛΑΣΗ
X622481;ΠΕΡΙΚΟΓΧΙΚΕΣ ΟΣΤΕΟΤΟΜΕΣ ΓΙΑ ΥΠΕΡΤΕΛΟΡΙΣΜΟ, ΜΕ ΜΟΣΧΕΥΜΑΤΑ ΟΣΤΟΥ. ΣΥΝΔΥΑΣΜΕΝΗ ΕΣΩ- ΚΑΙ ΕΞΩΚΡΑΝΙΑΚΗ ΠΡΟΣΠΕΛΑΣΗ
X622485;ΠΕΡΙΚΟΓΧΙΚΕΣ ΟΣΤΕΟΤΟΜΕΣ ΓΙΑ ΥΠΕΡΤΕΛΟΡΙΣΜΟ, ΜΕ ΜΟΣΧΕΥΜΑΤΑ ΟΣΤΟΥ. ΜΕ ΔΙΕΥΘΕΤΗΣΗ ΜΕΤΩΠΟΥ
X622493;ΑΝΑΔΙΑΤΑΞΗ ΚΟΓΧΟΥ, ΠΕΡΙΚΟΓΧΙΚΕΣ ΟΣΤΕΟΤΟΜΕΣ, ΕΤΕΡΟΠΛΕΥΡΕΣ, ΜΕ ΟΣΤΙΚΑ ΜΟΣΧΕΥΜΑΤΑ ΕΞΩΚΡΑΝΙΑΚΗ ΠΡΟΣΠΕΛΑΣΗ
X622495;ΑΝΑΔΙΑΤΑΞΗ ΚΟΓΧΟΥ, ΠΕΡΙΚΟΓΧΙΚΕΣ ΟΣΤΕΟΤΟΜΕΣ, ΕΤΕΡΟΠΛΕΥΡΕΣ, ΜΕ ΟΣΤΙΚΑ ΜΟΣΧΕΥΜΑΤΑ ΣΥΝΔΥΑΣΜΕΝΗ ΕΣΩ- ΚΑΙ ΕΞΩΚΡΑΝΙΑΚΗ ΠΡΟΣΠΕΛΑΣΗ
X622499;ΕΝΙΣΧΥΣΗ ΖΥΓΩΜΑΤΙΚΟΥ, ΠΡΟΣΘΕΤΙΚΟ ΥΛΙΚΟ
X622509;ΜΕΘΥΣΤΕΡΗ ΑΝΑΘΕΩΡΗΣΗ ΚΟΓΧΟ-ΚΡΑΝΙΟ-ΠΡΟΣΩΠΙΚΗΣ ΑΝΑΚΑΤΑΣΚΕΥΗΣ
X622519;ΕΣΩ ΚΑΝΘΟΠΗΞΙΑ (ΞΕΧΩΡΙΣΤΗ ΕΠΕΜΒΑΣΗ)
X622523;ΕΞΩ ΚΑΝΘΟΠΗΞΙΑ
X622549;ΜΕΙΩΣΗ ΜΥ ΚΑΙ ΟΣΤΟΥ ΜΑΣΗΤΗΡΑ (Π.Χ., ΓΙΑ ΘΕΡΑΠΕΙΑ ΚΑΛΟΗΘΟΥΣ ΜΑΣΗΤΗΡΙΑΣ ΥΠΕΡΤΡΟΦΙΑΣ). ΕΞΩΣΤΟΜΑΤΙΚΗ ΠΡΟΣΠΕΛΑΣΗ
X622551;ΜΕΙΩΣΗ ΜΥ ΚΑΙ ΟΣΤΟΥ ΜΑΣΗΤΗΡΑ (Π.Χ., ΓΙΑ ΤΗΝ ΘΕΡΑΠΕΙΑ ΚΑΛΟΗΘΟΥΣ ΜΑΣΗΤΗΡΙΑΣ ΥΠΕΡΤΟΦΙΑΣ) ΕΝΔΟΣΤΟΜΑΤΙΚΗ ΠΡΟΣΠΕΛΑΣΗ
X622557;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΚΡΑΝΙΟΠΡΟΣΩΠΙΚΗ ΚΑΙ ΓΝΑΘΟΠΡΟΣΩΠΙΚΗ ΕΠΕΜΒΑΣΗ
X622579;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΡΙΝΙΚΟΥ ΚΑΤΑΓΜΑΤΟΣ ΧΩΡΙΣ ΧΕΙΡΙΣΜΟ
X622589;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΡΙΝΙΚΟΥ ΚΑΤΑΓΜΑΤΟΣ. ΧΩΡΙΣ ΣΤΑΘΕΡΟΠΟΙΗΣΗ
X622599;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΡΙΝΙΚΟΥ ΚΑΤΑΓΜΑΤΟΣ. ΜΕ ΣΤΑΘΕΡΟΠΟΙΗΣΗ
X622609;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΡΙΝΙΚΟΥ ΚΑΤΑΓΜΑΤΟΣ. ΜΗ ΕΠΙΠΛΕΓΜΕΝΟΥ
X622619;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΡΙΝΙΚΟΥ ΚΑΤΑΓΜΑΤΟΣ.ΕΠΙΠΛΕΓΜΕΝΟΥ, ΜΕ ΕΣΩΤΕΡΙΚΗ ΚΑΙ/Ή ΕΞΩΤΕΡΙΚΗ ΣΚΕΛΕΤΙΚΗ ΑΚΙΝΗΤΟΠΟΙΗΣΗ
X622629;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΡΙΝΙΚΟΥ ΚΑΤΑΓΜΑΤΟΣ. ΜΕ ΕΠΑΚΟΛΟΥΘΗ ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΔΙΑΦΡΑΓΜΑΤΟΣ
X622631;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΡΙΝΙΚΟΥ ΔΙΑΦΡΑΓΜΑΤΟΣ, ΜΕ Ή ΧΩΡΙΣ ΣΤΑΘΕΡΟΠΟΙΗΣΗ
X622633;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΡΙΝΙΚΟΥ ΔΙΑΦΡΑΓΜΑΤΟΣ, ΜΕ Ή ΧΩΡΙΣ ΣΤΑΘΕΡΟΠΟΙΗΣΗ
X622635;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΡΙΝΟΗΘΜΟΕΙΔΟΥΣ. ΧΩΡΙΣ ΕΞΩΤΕΡΙΚΗ ΑΚΙΝΗΤΟΠΟΙΗΣΗ
X622637;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΡΙΝΟΗΘΜΟΕΙΔΟΥΣ. ΜΕ ΕΞΩΤΕΡΙΚΗ ΑΚΙΝΗΤΟΠΟΙΗΣΗ
X622639;ΔΙΑΔΕΡΜΙΚΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΡΙΝΟΗΘΜΟΕΙΔΟΥΣ ΣΥΜΠΛΕΓΜΑΤΟΣ, ΜΕ ΝΑΡΘΗΚΑ, ΣΥΡΜΑ Ή ΕΞΩΤΕΡΙΚΗ ΚΑΘΗΛΩΣΗ ΚΕΦΑΛΗΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΑΠΟΚΑΤΑΣΤΑΣΗΣ ΤΩΝ ΚΑΝΘΙΚΩΝ ΣΥΝΔΕΣΜΩΝ ΚΑΙ/Ή ΤΗΣ ΡΙΝΟΔΑΚΡΥΪΚΗΣ ΣΥΣΚΕΥΗΣ
X622645;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΣΥΜΠΙΕΣΤΙΚΟΥ ΚΑΤΑΓΜΑΤΟΣ ΠΡΟΣΘΙΟΥΤΟΙΧΩΜΑΤΟΣ ΙΓΜΟΡΕΙΟΥ ΑΝΤΡΟΥ
X622647;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΣΥΝΘΕΤΟΥ (Π.Χ.,ΣΥΝΤΡΙΠΤΙΚΟ Ή ΜΕ ΣΥΜΜΕΤΟΧΗ ΤΟΥ ΟΠΙΣΘΙΟΥ ΤΟΙΧΩΜΑΤΟΣ) ΚΑΤΑΓΜΑΤΟΣ ΠΡΟΣΘΙΟΥ ΙΓΜΟΡΕΙΟΥ ΑΝΤΡΟΥ, ΜΕΣΩ ΣΤΕΦΑΝΙΑΙΑΣ Ή ΠΟΛΛΑΠΛΩΝ ΠΡΟΣΠΕΛΑΣΕΩΝ
X622649;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΡΙΝΟΓΝΑΘΙΚΟΥ ΣΥΜΠΛΕΓΜΑΤΟΣ (ΤΥΠΟΥ LEFORT II), ΜΕ ΕΝΔΟΔΟΝΤΙΚΗ ΚΑΘΗΛΩΣΗ ΣΥΡΜΑΤΟΣ Ή ΚΑΘΗΛΩΣΗ ΟΔΟΝΤΟΣΤΟΙΧΙΑΣ Ή ΝΑΡΘΗΚΑ
X622651;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΡΙΝΟΓΝΑΘΙΚΟΥ ΣΥΜΠΛΕΓΜΑΤΟΣ (ΤΥΠΟΥ LEFORT II). ΜΕ  ΤΟΠΟΘΕΤΗΣΗ ΣΥΡΜΑΤΟΣ ΚΑΙ/Ή ΤΟΠΙΚΗ ΚΑΘΗΛΩΣΗ
X622653;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΡΙΝΟΓΝΑΘΙΚΟΥ ΣΥΜΠΛΕΓΜΑΤΟΣ (ΤΥΠΟΥ LEFORT II). ΠΟΥ ΑΠΑΙΤΕΙ ΠΟΛΛΑΠΛΕΣ ΑΝΟΙΚΤΕΣ ΠΡΟΣΠΕΛΑΣΕΙΣ
X622655;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΡΙΝΟΓΝΑΘΙΚΟΥ ΣΥΜΠΛΕΓΜΑΤΟΣ (ΤΥΠΟΥ LEFORT II). ΜΕ  ΟΣΤΙΚΟ ΜΟΣΧΕΥΜΑ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΟΣ)
X622669;ΔΙΑΔΕΡΜΙΚΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΖΥΓΩΜΑΤΙΚΗΣ ΧΩΡΑΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΟΥ ΖΥΓΩΜΑΤΙΚΟΥ ΤΟΞΟΥ ΚΑΙ ΤΡΙΠΟΔΑ, ΜΕ ΧΕΙΡΙΣΜΟ
X622671;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΣΥΜΠΙΕΣΤΙΚΟΥ ΚΑΤΑΓΜΑΤΟΣ ΖΥΓΩΜΑΤΙΚΟΥ ΤΟΞΟΥ (Π.Χ. ΠΡΟΣΠΕΛΑΣΗ GILLIES)
X622679;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΣΥΜΠΙΕΣΤΙΚΟΥ ΚΑΤΑΓΜΑΤΟΣ ΖΥΓΩΜΑΤΙΚΟΥ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΟΥ ΖΥΓΩΜΑΤΙΚΟΥ ΤΟΞΟΥ ΚΑΙ ΤΡΙΠΟΔΑ
X622689;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΕΠΙΠΛΕΓΜΕΝΟΥ(ΩΝ) (Π.Χ.,ΣΥΝΤΡΙΠΤΙΚΟ Ή ΜΕ ΣΥΜΜΕΤΟΧΗ ΤΟΥ ΤΡΗΜΑΤΟΣ ΤΟΥ ΚΡΑΝΙΑΚΟΥ ΝΕΥΡΟΥ) ΚΑΤΑΓΜΑΤΟΣ(ΤΩΝ) ΤΗΣ ΠΕΡΙΟΧΗΣ ΖΥΓΩΜΑΤΙΚΟΥ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΩΝ ΤΩΝ ΖΥΓΩΜΑΤΙΚΟΥ ΤΟΞΟΥ ΚΑΙ ΤΡΙΠΟΔΑ ΜΕ ΕΣΩΤΕΡΙΚΗ ΚΑΘΗΛΩΣΗ ΚΑΙ ΠΟΛΛΑΠΛΕΣ ΧΕΙΡΟΥΡΓΙΚΕΣ ΠΡΟΣΠΕΛΑΣΕΙΣ
X622691;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΕΠΙΠΛΕΓΜΕΝΟΥ(ΩΝ) (Π.Χ.,ΣΥΝΤΡΙΠΤΙΚΟ Ή ΜΕ ΣΥΜΜΕΤΟΧΗ ΤΟΥ ΤΡΗΜΑΤΟΣ ΤΟΥ ΚΡΑΝΙΑΚΟΥ ΝΕΥΡΟΥ) ΚΑΤΑΓΜΑΤΟΣ(ΤΩΝ) ΤΗΣ ΠΕΡΙΟΧΗΣ ΖΥΓΩΜΑΤΙΚΟΥ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΩΝ ΤΩΝ ΖΥΓΩΜΑΤΙΚΩΝ ΤΟΞΩΝ ΚΑΙ  ΤΡΙΠΟΔΑ. ΜΕ ΟΣΤΙΚΟ ΜΟΣΧΕΥΜΑ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗΝ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΟΣ)
X622729;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΕΔΑΦΟΥΣ ΚΟΓΧΟΥ ΤΥΠΟΥ BLOWOUT. ΔΙΑΝΤΡΙΚΗ ΠΡΟΣΠΕΛΑΣΗ (ΕΠΕΜΒΑΣΗ ΤΥΠΟΥ CALDWELL-LUC)
X622731;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΕΔΑΦΟΥΣ ΚΟΓΧΟΥ ΤΥΠΟΥ BLOWOUT. ΠΕΡΙΚΟΓΧΙΚΗ ΠΡΟΣΠΕΛΑΣΗ
X622733;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΕΔΑΦΟΥΣ ΚΟΓΧΟΥ ΤΥΠΟΥ BLOWOUT. ΣΥΝΔΥΑΣΜΕΝΗ ΠΡΟΣΠΕΛΑΣΗ
X622739;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΕΔΑΦΟΥΣ ΚΟΓΧΟΥ ΤΥΠΟΥ BLOWOUT. ΠΕΡΙΚΟΓΧΙΚΗ ΠΡΟΣΠΕΛΑΣΗ, ΜΕ ΜΗ ΒΙΟΛΟΓΙΚΟ Ή ΑΛΛΟ ΜΟΣΧΕΥΜΑ
X622749;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΕΔΑΦΟΥΣ ΚΟΓΧΟΥ ΤΥΠΟΥ BLOWOUT. ΠΕΡΙΚΟΓΧΙΚΗ ΠΡΟΣΠΕΛΑΣΗ ΜΕ ΟΣΤΙΚΟ ΜΟΣΧΕΥΜΑ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΟΣ)
X622759;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΚΟΓΧΟΥ, ΕΚΤΟΣ BLOWOUT. ΧΩΡΙΣ ΧΕΙΡΙΣΜΟ
X622761;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΚΟΓΧΟΥ, ΕΚΤΟΣ BLOWOUT. ΜΕ ΧΕΙΡΙΣΜΟ
X622771;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΚΟΓΧΟΥ, ΕΚΤΟΣ BLOWOUT. ΧΩΡΙΣ ΜΟΣΧΕΥΜΑ
X622773;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣΚΟΓΧΟΥ, ΕΚΤΟΣ BLOWOUT. ΜΕ ΜΟΣΧΕΥΜΑ
X622775;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΚΟΓΧΟΥ, ΕΚΤΟΣ BLOWOUT. ΜΕ ΟΣΤΙΚΟ ΜΟΣΧΕΥΜΑ  (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΟΣ)
